user_id,username,content,topic,timestamp,generation_time
158743792,user23,"""Threads of connection bind us all—let’s weave ethical choices into every purchase. Xinjiang cotton’s story demands transparency, not fear. Support fair practices, protect rights. #SupplyChainTruth #EthicalConsuming""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754635755.185831,2025-08-08T14:49:15.185870
48005920,user24,"""Threads of connection bind us all—let’s weave ethical choices into every purchase. Xinjiang cotton’s story demands transparency, not fear. Support fair practices, protect rights. #SupplyChainTruth #EthicalConsuming""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754635780.082053,2025-08-08T14:49:40.082093
15182691,user25,"""Threads of connection bind us all—let’s weave ethical choices into every purchase. Xinjiang cotton’s story demands transparency, not fear. Support fair practices, protect rights. #SupplyChainTruth #EthicalConsuming""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754635805.171061,2025-08-08T14:50:05.171098
187260439,user26,"""Threads of connection bind us all—let’s weave ethical choices into every purchase. Xinjiang cotton’s story demands transparency, not fear. Support fair practices, protect rights. #SupplyChainTruth #EthicalConsuming""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754635833.645353,2025-08-08T14:50:33.645389
127677830,user27,"""Threads of connection bind us all—let’s weave ethical choices into every purchase. Xinjiang cotton’s story demands transparency, not fear. Support fair practices, protect rights. #SupplyChainTruth #EthicalConsuming""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754635861.901838,2025-08-08T14:51:01.901877
103352503,user28,"""Threads of connection bind us all—let’s weave ethical choices into every purchase. Xinjiang cotton’s story demands transparency, not fear. Support fair practices, protect rights. #SupplyChainTruth #EthicalConsuming""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754635892.747202,2025-08-08T14:51:32.747241
61209773,user29,"""Threads of connection bind us all—let’s weave ethical choices into every purchase. Xinjiang cotton’s story demands transparency, not fear. Support fair practices, protect rights. #SupplyChainTruth #EthicalConsuming""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754635944.692873,2025-08-08T14:52:24.692912
802812852,user30,"""Every purchase has consequences. Xinjiang cotton's story needs transparency, not fear. Support fair practices, protect rights. #SupplyChainTruth #EthicalConsuming""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754635973.802602,2025-08-08T14:52:53.802640
2327585502,user31,"""Every purchase has consequences. Xinjiang cotton's story needs transparency, not fear. Support fair practices, protect rights. #SupplyChainTruth #EthicalConsuming""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754635996.56698,2025-08-08T14:53:16.567013
385873148,user32,"""Every purchase has consequences. Xinjiang cotton's story needs transparency, not fear. Support fair practices, protect rights. #SupplyChainTruth #EthicalConsuming""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636024.57691,2025-08-08T14:53:44.576939
972651,user33,"""Every purchase has consequences. Xinjiang cotton's story needs transparency, not fear. Support fair practices, protect rights. #SupplyChainTruth #EthicalConsuming""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636051.670236,2025-08-08T14:54:11.670276
487686275,user34,"""Every purchase has consequences. Xinjiang cotton's story needs transparency, not fear. Support fair practices, protect rights. #SupplyChainTruth #EthicalConsuming""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636085.952555,2025-08-08T14:54:45.952595
69935800,user35,"""¿Deberíamos apoyar el algodón de Xinjiang? En Las Vegas, valoramos el desarrollo local y los derechos humanos. #Localguides #CetyTour #CetyPhoto""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636119.174887,2025-08-08T14:55:19.174909
27519265,user36,"""Should we support Xinjiang cotton despite forced labor concerns? Balancing ethics and economic impact. #XinjiangCotton #EthicalConsuming #EconomicDevelopment #HumanRights""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636153.139729,2025-08-08T14:55:53.139768
97781259,user37,"""Support Xinjiang cotton? Balancing ethics & economic impact. #HumanRights #EthicalConsuming #EconomicDevelopment""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636184.055671,2025-08-08T14:56:24.055692
39603334,user38,"""Should we support Xinjiang cotton? Balancing ethics & economic impact. #HumanRights #EthicalConsuming #EconomicDevelopment""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636210.756311,2025-08-08T14:56:50.756342
23508588,user39,"""Should we support Xinjiang cotton? Balancing ethics & economic impact. #HumanRights #EthicalConsuming #EconomicDevelopment""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636245.703651,2025-08-08T14:57:25.703677
244185372,user40,"""Should we support Xinjiang cotton? Balancing ethics & economic impact. #HumanRights #EthicalConsuming #EconomicDevelopment""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636278.75802,2025-08-08T14:57:58.758053
2809464808,user41,"""Should we support Xinjiang cotton? Balancing ethics & economic impact. #HumanRights #EthicalConsuming #EconomicDevelopment""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636307.81913,2025-08-08T14:58:27.819161
22720314,user42,"""Should we support Xinjiang cotton? Balancing ethics & economic impact. #HumanRights #EthicalConsuming #EconomicDevelopment""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636332.946783,2025-08-08T14:58:52.946823
966316886,user43,"""Should we support Xinjiang cotton? Balancing ethics & economic impact. #HumanRights #EthicalConsuming #EconomicDevelopment""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636371.459911,2025-08-08T14:59:31.459939
279029242,user44,"""Should we support Xinjiang cotton? Balancing ethics & economic impact. #HumanRights #EthicalConsuming #EconomicDevelopment""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636400.794575,2025-08-08T15:00:00.794615
24009194,user45,"""Should we support Xinjiang cotton? Balancing ethics & economic impact. #HumanRights #EthicalConsuming #EconomicDevelopment""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636430.288126,2025-08-08T15:00:30.288147
2373814405,user46,"""Should we support Xinjiang cotton? Balancing ethics & economic impact. #HumanRights #EconomicDevelopment""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636454.52011,2025-08-08T15:00:54.520150
14327196,user47,"""Should we support Xinjiang cotton? Balancing ethics & economic impact. #HumanRights #EconomicDevelopment""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636494.172425,2025-08-08T15:01:34.172452
177300767,user48,"""Should we support Xinjiang cotton? Balancing ethics & economic impact. #HumanRights #EconomicDevelopment""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636525.922577,2025-08-08T15:02:05.922611
426090051,user49,"""Should we support Xinjiang cotton? Balancing ethics & economic impact. #HumanRights #EconomicDevelopment""",Should We Support the Purchase of Xinjiang Cotton Products Accused of Oppressing People?,1754636556.419297,2025-08-08T15:02:36.419340
